Produto;Quantidade;Unitario;Total;Venda Ano;Loja;Cidade
 Kit Queen Aneethun - Máscara + Shampoo 990ml ;5;272.25;1361.25;453.75;https://perfil.mercadolivre.com.br/CIABELEZA+DISBEL;Presidente Prudente, São Paulo.
 Aneethun Linha A Creme De Silicone 1000ml Tutano Silicone ;69;135.0;9315.0;2328.75;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Antiqueda Therapy Proteção Antiqueda Kit 3 Produtos ;3;227.87;683.61;683.61;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Linha A Creme De Silicone 1 Litro ;73;155.41;11344.93;2836.23;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Aneethun Linha A - Creme Silicone Com Tutano E Queratina 1l ;18;114.99;2069.82;2069.82;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Anti Quebra Therapy Kit Cronograma Capilar ;7;177.45;1242.15;310.54;https://perfil.mercadolivre.com.br/COMPRECOSMTICOS;Londrina, Paraná.
 Aneethun Blond System Kit Matiz Shampoo 300ml E Máscara 250g ;46;118.0;5428.0;542.8;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Kit Blond System Matizador Cliente ;6;99.99;599.94;199.98;https://perfil.mercadolivre.com.br/CIABELEZA+DISBEL;Presidente Prudente, São Paulo.
 Kit Kera System Aneethun 4 Itens ;3;256.45;769.35;384.68;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Kit Aneethun Shampoo Blond 1l E Mascara Blond 1 L Desamarela ;24;268.0;6432.0;1608.0;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Kit Age System Plástica Capilar Aneethun ;2;398.0;796.0;796.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Cera Pra Cabelo Aneethun (combo Com 2) Efeito Seco ;31;145.0;4495.0;449.5;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Kit Completo Aneethun Cachos Therapy ;1;298.0;298.0;74.5;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Kit Shampoo + Máscara Age System Litro Aneethun Profissional ;2;266.89;533.78;533.78;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Pomada Pra Cabelo Aneethun Fiber (1 Unidade) 65g Cada ;8;65.0;520.0;52.0;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Kit Fluido Ativador + Creme De Relaxamento Aneethun ;4;279.77;1119.08;186.51;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Kit Aneethun Anti Quebra Therapy Recuperação Intensa (dan ;4;168.9;675.6;675.6;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Kit Aneethun Shampoo + Máscara + Geleia Real - Black Friday ;20;237.0;4740.0;677.14;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Aneethun Blond System Kit Duo Matizador ;24;117.0;2808.0;702.0;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Pomada Pra Cabelo Aneethun Fiber (combo Com 2) 65g Cada ;18;145.0;2610.0;261.0;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Kit Anti Queda Aneethun ;4;197.99;791.96;197.99;https://perfil.mercadolivre.com.br/DISBEL.CIABELEZA;Presidente Prudente, São Paulo.
 Kit Aneethun Linha A - Sh300ml+crdesil+ Másc500g + Sérum ;3;215.99;647.97;81.0;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Kit Com 2 - Cera Modeladora Profissional Aneethun - Forte ;2;153.0;306.0;30.6;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Kit Cauterização-hábito Cosméticos-amansa Cabelo-hidratação ;3;400.0;1200.0;400.0;https://perfil.mercadolivre.com.br/BITTES+COSMETICOS;São Paulo, São Paulo.
 Cera Modeladora Profissional Aneethun - Fixação Forte ;4;75.0;300.0;30.0;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Kit Aneethun 1shampoo+1 Máscara +1 Finalizador Várias Linhas ;97;143.0;13871.0;2311.83;https://perfil.mercadolivre.com.br/WEB+COSMETICO;Bauru, São Paulo.
 Aneethun Kera Tratamento Reestruturante 500ml ;5;88.9;444.5;444.5;https://perfil.mercadolivre.com.br/THEBESTHAIRPROFESSIONAL;Atibaia, São Paulo.
 Kit Aneethun Linha A - Sh300ml + 2cr De Silicone + Másc500g ;7;202.99;1420.93;177.62;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Cachos Therapy Aneethun Profissional Kit Completo 5 Produtos ;4;292.5;1170.0;234.0;https://perfil.mercadolivre.com.br/PURAMANIACOSMETICOS;Presidente Prudente, São Paulo.
 Creme Aneethum Pentear Linha A 250ml ;13;49.8;647.4;49.8;https://perfil.mercadolivre.com.br/AGROTUDO;Américo Brasiliense, São Paulo.
 Kit Cachos Therapy - Aneethun 5 Itens ;5;297.0;1485.0;371.25;https://perfil.mercadolivre.com.br/DISBEL.CIABELEZA;Presidente Prudente, São Paulo.
 Aneethun Kit Cronograma Capilar Antiquebra 120ml ;4;149.99;599.96;599.96;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Máscara 1000ml Matizante Blond System ;17;132.65;2255.05;2255.05;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Kit Kera System Cauterização De Auto Impacto Aneethun ;66;156.89;10354.74;2070.95;https://perfil.mercadolivre.com.br/PURAMANIACOSMETICOS;Presidente Prudente, São Paulo.
 Aneethun Kera System Cauterização Professional ;1;366.0;366.0;91.5;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Kit Aneethun Cachos Shampoo+co-wash+ Up Curly ;9;195.0;1755.0;250.71;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Aneethun Linha A Máscara 500 G ;119;82.21;9782.99;2445.75;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Geleia Reconstrutora Real Queen Profissional - Aneethun ;14;121.7;1703.8;243.4;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Repositor Aminoplex Revive Aneethun 500ml ;4;145.67;582.68;291.34;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Aneethun Linha A Hidratação Imediata Kit Profissional Litro ;3;357.9;1073.7;268.43;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Aneethun Queen - Shampoo 990 Ml + Mascara 990ml ;5;269.9;1349.5;168.69;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Age System Plástica Capilar Aneethun Sh+masc+finalizador ;5;280.0;1400.0;233.33;https://perfil.mercadolivre.com.br/WEB+COSMETICO;Bauru, São Paulo.
 Creme De Silicone Aneethun 250ml ;6;53.99;323.94;40.49;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Kit Blond System Matização Intensa Aneethun (3 Produtos) ;5;156.9;784.5;156.9;https://perfil.mercadolivre.com.br/PURAMANIACOSMETICOS;Presidente Prudente, São Paulo.
 Kit Anti Queda Aneethun ;3;209.0;627.0;209.0;https://perfil.mercadolivre.com.br/CIABELEZA+DISBEL;Presidente Prudente, São Paulo.
 Aneethun Finalizador Termoativado Kera System N4 250gr ;54;52.0;2808.0;702.0;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Kit Aneethun Kinoa Lizz - Shampoo, Máscara E Finalizador ;15;149.99;2249.85;749.95;https://perfil.mercadolivre.com.br/ETERNIA+COSM%C3%89TICOS;Nova Iguaçu, Rio de Janeiro.
 Aneethun Creme Alisamento Intenso 250gr ;32;65.25;2088.0;522.0;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Liss System - Kit: Shampoo 300ml + Máscara 250g ;4;98.99;395.96;49.49;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Kit Age System Completo Cliente ;2;192.53;385.06;385.06;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Creme De Silicone Linha A 1 Litro ;61;135.0;8235.0;2058.75;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Kit Aneethun Kinoa O Tesouro Dos Incas Linha Home Care ;191;205.9;39326.9;7865.38;https://perfil.mercadolivre.com.br/PURAMANIACOSMETICOS;Presidente Prudente, São Paulo.
 Kit Com Mascara Hidratante Linha A E Kinoa 1kg Aneethun ;3;255.0;765.0;76.5;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Mascara Capilar Linha A 1kg - Aneethun ;11;120.75;1328.25;442.75;https://perfil.mercadolivre.com.br/CIABELEZA+DISBEL;Presidente Prudente, São Paulo.
 Aneethun Máscara A Intensivo 500g+ Shampoo Liss E Mascara ;6;160.0;960.0;160.0;https://perfil.mercadolivre.com.br/WEB+COSMETICO;Bauru, São Paulo.
 Aneethun Linha A Creme De Silicone 250ml Combo 3 Cremes ;19;159.99;3039.81;1013.27;https://perfil.mercadolivre.com.br/LECOSMETICOSPARACABELOSLT;Olímpia, São Paulo.
 Aneethun Kera System Kit Shampoo Recondicionador Finalizador ;5;146.9;734.5;66.77;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Linha A Shampoo 1 Litro +mascara 500 Grs Linha A ;5;183.3;916.5;83.32;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Linha A Creme De Silicone 250ml ;38;52.2;1983.6;495.9;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Queen Óleo Finalizador 72 Ml ;14;115.38;1615.32;403.83;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Aneethun Shampoo Linha A 300ml Cabelos Secos ;302;41.9;12653.8;3163.45;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Linha A Hidratação Profunda Kit 3 ;12;164.9;1978.8;179.89;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Blond System Matização Intensa Shampoo + Máscara ;18;108.89;1960.02;392.0;https://perfil.mercadolivre.com.br/PURAMANIACOSMETICOS;Presidente Prudente, São Paulo.
 Máscara Capilar Hidratação Intensiva Aneethun 500 Gr ;14;64.0;896.0;224.0;https://perfil.mercadolivre.com.br/DISBEL.CIABELEZA;Presidente Prudente, São Paulo.
 Kit Aneethum Queen Duo Shampoo E Mascara ;7;129.31;905.17;905.17;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Mascara Regeneradora Age System 250gr ;7;49.9;349.3;349.3;https://perfil.mercadolivre.com.br/THEBESTHAIRPROFESSIONAL;Atibaia, São Paulo.
 Aneethun Anti Quebra Kit Shampoo, Máscara E Spray Selante ;25;190.0;4750.0;475.0;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Aneethun Kinoa Shampoo 1 Litro ;3;126.0;378.0;378.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Loção Antiqueda Aneethun ;9;85.0;765.0;109.29;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Aneethun Kit Cronogra + Spray, Máscara E Shampoo Anti Quebra ;1;382.0;382.0;382.0;https://perfil.mercadolivre.com.br/ISFERCOSMETICOS;Campinas, São Paulo.
 Aneethun Linha A Hidratação Profunda Kit 3 ;0;164.9;0.0;0.0;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Kit Aneethun Kera Sh. 1l Cond. Reestrut. 1l E Queratina500ml ;3;323.99;971.97;971.97;https://perfil.mercadolivre.com.br/THEBESTHAIRPROFESSIONAL;Atibaia, São Paulo.
 Aneethun Linha A Shampoo 1l +máscara 1kg Hidratação Imediata ;2;340.0;680.0;68.0;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Kit Matizante Aneethun Shampoo/ Mascara/creme De Silicone ;7;164.99;1154.93;144.37;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Kit Linha A Completo 4 Itens ;9;209.99;1889.91;629.97;https://perfil.mercadolivre.com.br/ETERNIA+COSM%C3%89TICOS;Nova Iguaçu, Rio de Janeiro.
 Kit Completo Aneethun Cachos Therapy ;4;283.0;1132.0;283.0;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Ampola Nano Dose - 30g - Aneethun ;9;37.55;337.95;48.28;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Kit Hidratação Profissional Litro Aneethun Linha A ;2;357.9;715.8;65.07;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Kit Kera System - Cauterização De Auto Impacto ;4;391.5;1566.0;522.0;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Aneethun Kinoa Kit Sh + Másc + Modelador De Cachos Novidade ;9;158.9;1430.1;286.02;https://perfil.mercadolivre.com.br/PURAMANIACOSMETICOS;Presidente Prudente, São Paulo.
 Kit Aneethun Revive Sh. Antioxidante 1 L E Másc. 1 L Cab. Co ;2;234.0;468.0;117.0;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Age System Mascára Regeneradora 1litro ;6;119.9;719.4;719.4;https://perfil.mercadolivre.com.br/THEBESTHAIRPROFESSIONAL;Atibaia, São Paulo.
 Aneethun Queen Reconstrução Capilar Kit 3 Produtos ;12;383.25;4599.0;1149.75;https://perfil.mercadolivre.com.br/COMPRECOSMTICOS;Londrina, Paraná.
 Aneethun Shampoo Disciplinante Liss System 1 Litro ;8;119.9;959.2;959.2;https://perfil.mercadolivre.com.br/THEBESTHAIRPROFESSIONAL;Atibaia, São Paulo.
 Kit Liss System Aneethun - Shampoo + Máscara 1l ;3;226.25;678.75;169.69;https://perfil.mercadolivre.com.br/DISBEL.CIABELEZA;Presidente Prudente, São Paulo.
 Aneethun Kera System Cauterização Professional ;1;375.0;375.0;34.09;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Kera Shampoo Antiresíduo 1 Litro ;7;118.9;832.3;832.3;https://perfil.mercadolivre.com.br/THEBESTHAIRPROFESSIONAL;Atibaia, São Paulo.
 Cr Alisante Suave+loção Neutralizante Wellastrate Wella ;74;85.32;6313.68;1578.42;https://perfil.mercadolivre.com.br/ACEM2014;São Paulo, São Paulo.
 Aneethun Kinoa Tratamento Bálsamo Condicionante 250 G ;16;61.98;991.68;247.92;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Kit Aneethun Anti Queda Therapy Shampoo + Bálsamo ;36;145.88;5251.68;1050.34;https://perfil.mercadolivre.com.br/PURAMANIACOSMETICOS;Presidente Prudente, São Paulo.
 Kit Tratamento Cauterização Aneethun Kera System /recondic1l ;14;290.0;4060.0;676.67;https://perfil.mercadolivre.com.br/WEB+COSMETICO;Bauru, São Paulo.
 Modelador De Cachos Aneenthun Kinoa 250g ;30;44.9;1347.0;336.75;https://perfil.mercadolivre.com.br/MEU+SALAO?brandId=1198;Londrina, Paraná.
 Kit Aneethun Age System (4 Produtos) ;2;202.7;405.4;202.7;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Kit Aneethun Linha A - Shampoo/máscara/creme De Silicone ;4;155.9;623.6;155.9;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Creme De Silicone Aneethun Linha A 250g Queratina E Tutano ;30;43.99;1319.7;219.95;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Kit Aneethun Blond System Shampoo E Máscara Iluminadora ;1;123.9;123.9;30.98;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Aneethun Linha A Shampoo 1l + Creme De Silicone 1l ;5;240.0;1200.0;120.0;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Aneethun Age System Plástica Capilar Completo Barato ;3;392.0;1176.0;588.0;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Kera Shampoo Antiresíduo 1 Litro ;11;150.98;1660.78;415.19;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Aneethun Kinoa Force Lizz Kit Profissional ;6;640.95;3845.7;1281.9;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 1 Mascara Blond+ 1 Mascara A + Creme De Silicone Aneethun ;5;165.0;825.0;137.5;https://perfil.mercadolivre.com.br/WEB+COSMETICO;Bauru, São Paulo.
 Mascara Regenadora E Shampoo Cream Aneethun Age 2x1000ml ;6;258.5;1551.0;517.0;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Aneethun Linha A + Style - Creme De Silicone + Masc + Serum ;2;171.9;343.8;42.98;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Linha A Hidratação Profunda Kit 3 Produtos ;4;166.95;667.8;166.95;https://perfil.mercadolivre.com.br/COMPRECOSMTICOS;Londrina, Paraná.
 Cera Pra Cabelo Aneethun Efeito Seco ;8;65.0;520.0;52.0;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Kit Aneethun Age System - Shampoo + Máscara + Finalizador ;11;149.99;1649.89;549.96;https://perfil.mercadolivre.com.br/ETERNIA+COSM%C3%89TICOS;Nova Iguaçu, Rio de Janeiro.
 Máscara Regeneradora Nano 1l - Aneethun ;6;162.95;977.7;139.67;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Kit Sh + Silicone + Serum - Brilho Total - Aneethun ;2;154.55;309.1;44.16;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Aneethun Liss System Kit Sh300ml + Masc 250g + Thermal 150ml ;2;162.99;325.98;40.75;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Kit Shampoo/máscara/creme De Silicon/spray Multibeneficios ;15;211.99;3179.85;397.48;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Kit Aminoplex 4 Itens Frete Grátis Novidade ;3;457.9;1373.7;457.9;https://perfil.mercadolivre.com.br/VIVIANESILVAMELLO;São Paulo, São Paulo.
 Aneethun Blond System Revitalização Desamareladora Kit 4 ;1;186.4;186.4;16.95;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Blond System Kit Shampoo 300ml E Mascara 250g ;15;105.0;1575.0;157.5;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Kit Aneethun Linha A - Cr + Spray + Másc 500g ;2;169.99;339.98;42.5;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Máscara Hidratante Kinoa 1k ;10;119.99;1199.9;1199.9;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Blond System Blond Dose Ampola (3 Unids De 30 G) ;2;110.53;221.06;55.27;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Aneethun Kinoa Systen Kit Shampoo Máscara Modelador Cachos ;3;152.8;458.4;41.67;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Kit Linha A Aneethun Shampoo Máscara Spray Creme Silicone ;9;196.0;1764.0;1764.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Kit Completo Aneethun Profissional Linha A (4 Produtos) ;6;209.9;1259.4;209.9;https://perfil.mercadolivre.com.br/COSMETICOSBEST;Santa Luzia, Minas Gerais.
 Aneethun Creme De Silicone Linha A 1 Litro ;10;126.0;1260.0;1260.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Cr Alisante Intenso+loção Neutralizante Wellastrate Wella ;64;85.32;5460.48;1365.12;https://perfil.mercadolivre.com.br/ACEM2014;São Paulo, São Paulo.
 Aneethun Age Máscara Regeneradora 1000ml ;2;135.43;270.86;135.43;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Aneethun Linha A Spray Multibenefícios Termo Protetor 150ml ;8;50.0;400.0;40.0;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Kit C/ 4 Creme De Silicone Tutano E Queratina 250ml Aneethun ;2;180.0;360.0;36.0;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Kit Aneethun Kera Sh. 1l Cond. Reestrut. 1l E Queratina500ml ;45;324.0;14580.0;3645.0;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Kit Matizador Aneethun - 2 Shampoo 300ml + 1 Máscara 250g ;2;159.99;319.98;40.0;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Kit Tratamento Cauterização Aneethun Kera System 3 Passos ;3;251.0;753.0;125.5;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Nourkrin Woman 180 Caps + Shampoo + Condicionador ;2;709.0;1418.0;1418.0;https://perfil.mercadolivre.com.br/BELEZA+PRIME;Maringá, Paraná.
 Kit Matizador Aneethun - Sh 300ml + Cr 250ml + Masc 500g ;2;172.99;345.98;43.25;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Kinoa Máscara 250 G ;2;61.98;123.96;30.99;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Aneethun 2 Linha A Creme De Silicone Hidratação ;11;83.99;923.89;153.98;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Aneethun Style Lumieré Sérum Finalizador 55 Ml ;4;71.69;286.76;71.69;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Aneethun Linha A Creme De Silicone 1 Litro ;6;119.9;719.4;89.92;https://perfil.mercadolivre.com.br/DUAL+COSM%C3%89TICOSS;Valentim Gentil, São Paulo.
 Aneethun Age Máscara 250 G ;4;60.37;241.48;60.37;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Aneethun Bb Queen Hair Balm Multifuncional 140ml ;2;105.24;210.48;105.24;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Kit Aneethun Queen Sh. + Masc. + Oil Treatment E Hair Balm ;8;299.9;2399.2;599.8;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Kit Force Sh 300ml + Máscara + Finalizador + Dose Aneethun ;3;179.9;539.7;134.93;https://perfil.mercadolivre.com.br/BELA+PROFISSIONAL;Belo Horizonte, Minas Gerais.
 Máscara Aminoplex Revive Aneethun 200g ;7;64.62;452.34;150.78;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Aneethun Liss System Kit Shampoo E Máscara Disciplinante ;0;120.0;0.0;0.0;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Aneethun Kit Cronograma Antiquebra 120ml Promoção ;57;183.5;10459.5;3486.5;https://perfil.mercadolivre.com.br/VIVIANESILVAMELLO;São Paulo, São Paulo.
 Aneethun Linha A Creme De Silicone 250ml Combo 3 Cremes ;9;149.99;1349.91;1349.91;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Kit Home Care Antiquebra - Brinde+envio Imediato ;5;155.9;779.5;259.83;https://perfil.mercadolivre.com.br/VIVIANESILVAMELLO;São Paulo, São Paulo.
